Time,Full_name,Quality,Type,Kind,Exterior,Price,OnSale
2023-6-5 21:57,UMP-45 | 紫青之色 (略有磨损) ,消费级,普通,微型冲锋枪,略有磨损,10.69,当前在售(124)
2023-6-5 21:57,穿肠刀（★） | 致命紫罗兰 (略有磨损) ,隐秘,★,匕首,略有磨损,899.5,当前在售(33)
2023-6-5 21:57,穿肠刀（★） | 致命紫罗兰 (崭新出厂),隐秘,★,匕首,崭新出厂,2049,当前在售(33)
2023-6-5 21:57,穿肠刀（★） | 致命紫罗兰 (久经沙场),隐秘,★,匕首,久经沙场,740,当前在售(33)
2023-6-5 21:57,穿肠刀（★） | 致命紫罗兰 (破损不堪),隐秘,★,匕首,破损不堪,924.99,当前在售(33)
2023-6-5 21:57,穿肠刀（★） | 致命紫罗兰 (战痕累累),隐秘,★,匕首,战痕累累,724.98,当前在售(33)
2023-6-5 21:57,穿肠刀（★） | 澄澈之水 (略有磨损) ,隐秘,★,匕首,略有磨损,883,当前在售(63)
2023-6-5 21:57,穿肠刀（★） | 澄澈之水 (崭新出厂),隐秘,★,匕首,崭新出厂,993.5,当前在售(63)
2023-6-5 21:57,穿肠刀（★） | 澄澈之水 (久经沙场),隐秘,★,匕首,久经沙场,814.5,当前在售(63)
2023-6-5 21:57,穿肠刀（★） | 澄澈之水 (破损不堪),隐秘,★,匕首,破损不堪,974.99,当前在售(63)
2023-6-5 21:57,穿肠刀（★） | 澄澈之水 (战痕累累),隐秘,★,匕首,战痕累累,795.9,当前在售(63)
2023-6-5 21:57,法玛斯 | 机械工业 (略有磨损) ,保密,普通,步枪,略有磨损,29,当前在售(1000+)
2023-6-5 21:57,法玛斯 | 机械工业 (崭新出厂),保密,普通,步枪,崭新出厂,53.26,当前在售(1000+)
2023-6-5 21:57,法玛斯 | 机械工业 (久经沙场),保密,普通,步枪,久经沙场,19.6,当前在售(1000+)
2023-6-5 21:57,法玛斯 | 机械工业 (破损不堪),保密,普通,步枪,破损不堪,22.5,当前在售(1000+)
2023-6-5 21:57,法玛斯 | 机械工业 (战痕累累),保密,普通,步枪,战痕累累,24.48,当前在售(1000+)
2023-6-5 21:57,穿肠刀（★） | 多普勒 (略有磨损) ,隐秘,★,匕首,略有磨损,1555,当前在售(41)
2023-6-5 21:57,穿肠刀（★） | 多普勒 (崭新出厂),隐秘,★,匕首,崭新出厂,1334.49,当前在售(41)
2023-6-5 21:57,法玛斯 | 喵喵36 (略有磨损) ,军规级,普通,步枪,略有磨损,1.16,当前在售(920)
2023-6-5 21:57,法玛斯 | 喵喵36 (崭新出厂),军规级,普通,步枪,崭新出厂,3.16,当前在售(920)
2023-6-5 21:57,法玛斯 | 喵喵36 (久经沙场),军规级,普通,步枪,久经沙场,0.61,当前在售(920)
2023-6-5 21:57,法玛斯 | 喵喵36 (破损不堪),军规级,普通,步枪,破损不堪,0.52,当前在售(920)
2023-6-5 21:57,法玛斯 | 喵喵36 (战痕累累),军规级,普通,步枪,战痕累累,0.39,当前在售(920)
2023-6-5 21:57,P90（StatTrak™） | 给爷冲 (略有磨损) ,受限,StatTrak™,微型冲锋枪,略有磨损,20,当前在售(235)
2023-6-5 21:57,P90（StatTrak™） | 给爷冲 (崭新出厂),受限,StatTrak™,微型冲锋枪,崭新出厂,37.03,当前在售(235)
2023-6-5 21:57,P90（StatTrak™） | 给爷冲 (久经沙场),受限,StatTrak™,微型冲锋枪,久经沙场,9.06,当前在售(235)
2023-6-5 21:57,P90（StatTrak™） | 给爷冲 (破损不堪),受限,StatTrak™,微型冲锋枪,破损不堪,8.38,当前在售(235)
2023-6-5 21:57,P90（StatTrak™） | 给爷冲 (战痕累累),受限,StatTrak™,微型冲锋枪,战痕累累,7.06,当前在售(235)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 黑色层压板 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,6090,当前在售(23)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 黑色层压板 (崭新出厂),隐秘,★,匕首,崭新出厂,7649,当前在售(23)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 黑色层压板 (久经沙场),隐秘,★,匕首,久经沙场,5625,当前在售(23)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 黑色层压板 (破损不堪),隐秘,★,匕首,破损不堪,5500,当前在售(23)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 黑色层压板 (战痕累累),隐秘,★,匕首,战痕累累,5555,当前在售(23)
2023-6-5 21:57,法玛斯 | 殖民侵略者 (略有磨损) ,消费级,普通,步枪,略有磨损,0.17,当前在售(880)
2023-6-5 21:57,法玛斯 | 殖民侵略者 (崭新出厂),消费级,普通,步枪,崭新出厂,0.99,当前在售(880)
2023-6-5 21:57,法玛斯 | 殖民侵略者 (久经沙场),消费级,普通,步枪,久经沙场,0.11,当前在售(880)
2023-6-5 21:57,法玛斯 | 殖民侵略者 (破损不堪),消费级,普通,步枪,破损不堪,0.11,当前在售(880)
2023-6-5 21:57,法玛斯 | 殖民侵略者 (战痕累累),消费级,普通,步枪,战痕累累,0.11,当前在售(880)
2023-6-5 21:57,P90（StatTrak™） | 异星世界 (略有磨损) ,军规级,StatTrak™,微型冲锋枪,略有磨损,4.65,当前在售(138)
2023-6-5 21:57,P90（StatTrak™） | 异星世界 (崭新出厂),军规级,StatTrak™,微型冲锋枪,崭新出厂,9.73,当前在售(138)
2023-6-5 21:57,P90（StatTrak™） | 异星世界 (久经沙场),军规级,StatTrak™,微型冲锋枪,久经沙场,1.66,当前在售(138)
2023-6-5 21:57,P90（StatTrak™） | 异星世界 (破损不堪),军规级,StatTrak™,微型冲锋枪,破损不堪,2.82,当前在售(138)
2023-6-5 21:57,P90（StatTrak™） | 异星世界 (战痕累累),军规级,StatTrak™,微型冲锋枪,战痕累累,1.5,当前在售(138)
2023-6-5 21:57,P250 | 阿佩普之咒 (略有磨损) ,保密,普通,手枪,略有磨损,1295,当前在售(98)
2023-6-5 21:57,P250 | 阿佩普之咒 (崭新出厂),保密,普通,手枪,崭新出厂,1815,当前在售(98)
2023-6-5 21:57,P250 | 阿佩普之咒 (久经沙场),保密,普通,手枪,久经沙场,655,当前在售(98)
2023-6-5 21:57,P250 | 阿佩普之咒 (破损不堪),保密,普通,手枪,破损不堪,497.4,当前在售(98)
2023-6-5 21:57,P250 | 阿佩普之咒 (战痕累累),保密,普通,手枪,战痕累累,361.99,当前在售(98)
2023-6-5 21:57,P90（StatTrak™） | 二西莫夫 (略有磨损) ,隐秘,StatTrak™,微型冲锋枪,略有磨损,315,当前在售(133)
2023-6-5 21:57,P90（StatTrak™） | 二西莫夫 (崭新出厂),隐秘,StatTrak™,微型冲锋枪,崭新出厂,1029.5,当前在售(133)
2023-6-5 21:57,P90（StatTrak™） | 二西莫夫 (久经沙场),隐秘,StatTrak™,微型冲锋枪,久经沙场,139.88,当前在售(133)
2023-6-5 21:57,P90（StatTrak™） | 二西莫夫 (破损不堪),隐秘,StatTrak™,微型冲锋枪,破损不堪,110,当前在售(133)
2023-6-5 21:57,P90（StatTrak™） | 二西莫夫 (战痕累累),隐秘,StatTrak™,微型冲锋枪,战痕累累,93,当前在售(133)
2023-6-5 21:57,M9 刺刀（★） | 渐变大理石 (略有磨损) ,隐秘,★,匕首,略有磨损,10000,当前在售(33)
2023-6-5 21:57,M9 刺刀（★） | 渐变大理石 (崭新出厂),隐秘,★,匕首,崭新出厂,11864,当前在售(33)
2023-6-5 21:57,法玛斯 | 纪念碑 (略有磨损) ,隐秘,普通,步枪,略有磨损,115.5,当前在售(723)
2023-6-5 21:57,法玛斯 | 纪念碑 (崭新出厂),隐秘,普通,步枪,崭新出厂,232.8,当前在售(723)
2023-6-5 21:57,法玛斯 | 纪念碑 (久经沙场),隐秘,普通,步枪,久经沙场,94.3,当前在售(723)
2023-6-5 21:57,法玛斯 | 纪念碑 (破损不堪),隐秘,普通,步枪,破损不堪,92.99,当前在售(723)
2023-6-5 21:57,法玛斯 | 纪念碑 (战痕累累),隐秘,普通,步枪,战痕累累,96.9,当前在售(723)
2023-6-5 21:57,穿肠刀（★） | 自由之手 (略有磨损) ,隐秘,★,匕首,略有磨损,895,当前在售(44)
2023-6-5 21:57,穿肠刀（★） | 自由之手 (崭新出厂),隐秘,★,匕首,崭新出厂,947.44,当前在售(44)
2023-6-5 21:57,穿肠刀（★） | 自由之手 (久经沙场),隐秘,★,匕首,久经沙场,797.36,当前在售(44)
2023-6-5 21:57,穿肠刀（★） | 自由之手 (破损不堪),隐秘,★,匕首,破损不堪,799,当前在售(44)
2023-6-5 21:57,穿肠刀（★） | 自由之手 (战痕累累),隐秘,★,匕首,战痕累累,779,当前在售(44)
2023-6-5 21:57,P250（StatTrak™） | 钢铁禁锢 (略有磨损) ,军规级,StatTrak™,手枪,略有磨损,27.56,当前在售(126)
2023-6-5 21:57,P250（StatTrak™） | 钢铁禁锢 (崭新出厂),军规级,StatTrak™,手枪,崭新出厂,28.46,当前在售(126)
2023-6-5 21:57,P250（StatTrak™） | 钢铁禁锢 (久经沙场),军规级,StatTrak™,手枪,久经沙场,24.28,当前在售(126)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 自动化 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,8500,当前在售(17)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 自动化 (崭新出厂),隐秘,★,匕首,崭新出厂,12551,当前在售(17)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 自动化 (久经沙场),隐秘,★,匕首,久经沙场,7140,当前在售(17)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 自动化 (破损不堪),隐秘,★,匕首,破损不堪,6985,当前在售(17)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 自动化 (战痕累累),隐秘,★,匕首,战痕累累,5746,当前在售(17)
2023-6-5 21:57,P90 | 碧绿升藤 (略有磨损) ,工业级,普通,微型冲锋枪,略有磨损,9.85,当前在售(172)
2023-6-5 21:57,P90 | 碧绿升藤 (崭新出厂),工业级,普通,微型冲锋枪,崭新出厂,9.69,当前在售(172)
2023-6-5 21:57,P90 | 碧绿升藤 (久经沙场),工业级,普通,微型冲锋枪,久经沙场,9.67,当前在售(172)
2023-6-5 21:57,P90 | 碧绿升藤 (破损不堪),工业级,普通,微型冲锋枪,破损不堪,10.4,当前在售(172)
2023-6-5 21:57,P90 | 碧绿升藤 (战痕累累),工业级,普通,微型冲锋枪,战痕累累,9.92,当前在售(172)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 自由之手 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,4410.2,当前在售(21)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 自由之手 (崭新出厂),隐秘,★,匕首,崭新出厂,5098,当前在售(21)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 自由之手 (久经沙场),隐秘,★,匕首,久经沙场,4024.99,当前在售(21)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 自由之手 (破损不堪),隐秘,★,匕首,破损不堪,3539,当前在售(21)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 自由之手 (战痕累累),隐秘,★,匕首,战痕累累,3579,当前在售(21)
2023-6-5 21:57,P90（纪念品） | 白蜡木 (略有磨损) ,工业级,纪念品,微型冲锋枪,略有磨损,8.41,当前在售(129)
2023-6-5 21:57,P90（纪念品） | 白蜡木 (崭新出厂),工业级,纪念品,微型冲锋枪,崭新出厂,23.5,当前在售(129)
2023-6-5 21:57,P90（纪念品） | 白蜡木 (久经沙场),工业级,纪念品,微型冲锋枪,久经沙场,5.02,当前在售(129)
2023-6-5 21:57,P90（纪念品） | 白蜡木 (破损不堪),工业级,纪念品,微型冲锋枪,破损不堪,7.94,当前在售(129)
2023-6-5 21:57,穿肠刀（★） | 表面淬火 (略有磨损) ,隐秘,★,匕首,略有磨损,1229.5,当前在售(38)
2023-6-5 21:57,穿肠刀（★） | 表面淬火 (崭新出厂),隐秘,★,匕首,崭新出厂,1789.01,当前在售(38)
2023-6-5 21:57,穿肠刀（★） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,1049,当前在售(38)
2023-6-5 21:57,穿肠刀（★） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,999,当前在售(38)
2023-6-5 21:57,穿肠刀（★） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,1000,当前在售(38)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 表面淬火 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,5336,当前在售(22)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 表面淬火 (崭新出厂),隐秘,★,匕首,崭新出厂,99999,当前在售(22)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,4350,当前在售(22)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,4290,当前在售(22)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,3899,当前在售(22)
2023-6-5 21:57,P90 | 往日行动 (略有磨损) ,保密,普通,微型冲锋枪,略有磨损,52.48,当前在售(142)
2023-6-5 21:57,P90 | 往日行动 (崭新出厂),保密,普通,微型冲锋枪,崭新出厂,91.48,当前在售(142)
2023-6-5 21:57,P90 | 往日行动 (久经沙场),保密,普通,微型冲锋枪,久经沙场,35.81,当前在售(142)
2023-6-5 21:57,P90 | 往日行动 (破损不堪),保密,普通,微型冲锋枪,破损不堪,33.6,当前在售(142)
2023-6-5 21:57,P90 | 往日行动 (战痕累累),保密,普通,微型冲锋枪,战痕累累,28.74,当前在售(142)
2023-6-5 21:57,穿肠刀（★） | 深红之网 (略有磨损) ,隐秘,★,匕首,略有磨损,1400,当前在售(34)
2023-6-5 21:57,穿肠刀（★） | 深红之网 (崭新出厂),隐秘,★,匕首,崭新出厂,3825,当前在售(34)
2023-6-5 21:57,穿肠刀（★） | 深红之网 (久经沙场),隐秘,★,匕首,久经沙场,924.5,当前在售(34)
2023-6-5 21:57,穿肠刀（★） | 深红之网 (破损不堪),隐秘,★,匕首,破损不堪,899.49,当前在售(34)
2023-6-5 21:57,穿肠刀（★） | 深红之网 (战痕累累),隐秘,★,匕首,战痕累累,883.99,当前在售(34)
2023-6-5 21:57,P90 | 三角 (略有磨损) ,保密,普通,微型冲锋枪,略有磨损,74,当前在售(107)
2023-6-5 21:57,P90 | 三角 (久经沙场),保密,普通,微型冲锋枪,久经沙场,60.19,当前在售(107)
2023-6-5 21:57,P90 | 三角 (破损不堪),保密,普通,微型冲锋枪,破损不堪,73.37,当前在售(107)
2023-6-5 21:57,P90 | 三角 (战痕累累),保密,普通,微型冲锋枪,战痕累累,80.78,当前在售(107)
2023-6-5 21:57,法玛斯 | ZX81 彩色 (略有磨损) ,受限,普通,步枪,略有磨损,17.18,当前在售(693)
2023-6-5 21:57,法玛斯 | ZX81 彩色 (崭新出厂),受限,普通,步枪,崭新出厂,41,当前在售(693)
2023-6-5 21:57,法玛斯 | ZX81 彩色 (久经沙场),受限,普通,步枪,久经沙场,9.7,当前在售(693)
2023-6-5 21:57,法玛斯 | ZX81 彩色 (破损不堪),受限,普通,步枪,破损不堪,8.37,当前在售(693)
2023-6-5 21:57,法玛斯 | ZX81 彩色 (战痕累累),受限,普通,步枪,战痕累累,8.39,当前在售(693)
2023-6-5 21:57,P90 | 疾袭圣甲虫 (略有磨损) ,受限,普通,微型冲锋枪,略有磨损,144.4,当前在售(118)
2023-6-5 21:57,P90 | 疾袭圣甲虫 (崭新出厂),受限,普通,微型冲锋枪,崭新出厂,192,当前在售(118)
2023-6-5 21:57,P90 | 疾袭圣甲虫 (久经沙场),受限,普通,微型冲锋枪,久经沙场,92.8,当前在售(118)
2023-6-5 21:57,P90 | 疾袭圣甲虫 (破损不堪),受限,普通,微型冲锋枪,破损不堪,83.88,当前在售(118)
2023-6-5 21:57,P90 | 疾袭圣甲虫 (战痕累累),受限,普通,微型冲锋枪,战痕累累,63.08,当前在售(118)
2023-6-5 21:57,穿肠刀（★） | 都市伪装 (略有磨损) ,隐秘,★,匕首,略有磨损,788,当前在售(23)
2023-6-5 21:57,穿肠刀（★） | 都市伪装 (久经沙场),隐秘,★,匕首,久经沙场,695,当前在售(23)
2023-6-5 21:57,穿肠刀（★） | 都市伪装 (破损不堪),隐秘,★,匕首,破损不堪,700,当前在售(23)
2023-6-5 21:57,穿肠刀（★） | 都市伪装 (战痕累累),隐秘,★,匕首,战痕累累,680,当前在售(23)
2023-6-5 21:57,法玛斯 | 湖蓝涂装 (略有磨损) ,工业级,普通,步枪,略有磨损,1.03,当前在售(595)
2023-6-5 21:57,法玛斯 | 湖蓝涂装 (崭新出厂),工业级,普通,步枪,崭新出厂,8.26,当前在售(595)
2023-6-5 21:57,法玛斯 | 湖蓝涂装 (久经沙场),工业级,普通,步枪,久经沙场,0.69,当前在售(595)
2023-6-5 21:57,法玛斯 | 湖蓝涂装 (破损不堪),工业级,普通,步枪,破损不堪,0.69,当前在售(595)
2023-6-5 21:57,法玛斯 | 湖蓝涂装 (战痕累累),工业级,普通,步枪,战痕累累,0.76,当前在售(595)
2023-6-5 21:57,P250（StatTrak™） | 铠甲 (略有磨损) ,军规级,StatTrak™,手枪,略有磨损,2.7,当前在售(109)
2023-6-5 21:57,P250（StatTrak™） | 铠甲 (崭新出厂),军规级,StatTrak™,手枪,崭新出厂,11.6,当前在售(109)
2023-6-5 21:57,P250（StatTrak™） | 铠甲 (久经沙场),军规级,StatTrak™,手枪,久经沙场,1.29,当前在售(109)
2023-6-5 21:57,P250（StatTrak™） | 铠甲 (破损不堪),军规级,StatTrak™,手枪,破损不堪,1.27,当前在售(109)
2023-6-5 21:57,P250（StatTrak™） | 铠甲 (战痕累累),军规级,StatTrak™,手枪,战痕累累,1.23,当前在售(109)
2023-6-5 21:57,穿肠刀（★） | 北方森林 (略有磨损) ,隐秘,★,匕首,略有磨损,749.99,当前在售(20)
2023-6-5 21:57,穿肠刀（★） | 北方森林 (久经沙场),隐秘,★,匕首,久经沙场,680,当前在售(20)
2023-6-5 21:57,穿肠刀（★） | 北方森林 (破损不堪),隐秘,★,匕首,破损不堪,740,当前在售(20)
2023-6-5 21:57,穿肠刀（★） | 北方森林 (战痕累累),隐秘,★,匕首,战痕累累,690,当前在售(20)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 深红之网 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,10750,当前在售(19)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 深红之网 (崭新出厂),隐秘,★,匕首,崭新出厂,200000,当前在售(19)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 深红之网 (久经沙场),隐秘,★,匕首,久经沙场,4899,当前在售(19)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 深红之网 (破损不堪),隐秘,★,匕首,破损不堪,4500,当前在售(19)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 深红之网 (战痕累累),隐秘,★,匕首,战痕累累,4700,当前在售(19)
2023-6-5 21:57,P90 | 病毒危机 (略有磨损) ,受限,普通,微型冲锋枪,略有磨损,11.15,当前在售(88)
2023-6-5 21:57,P90 | 病毒危机 (崭新出厂),受限,普通,微型冲锋枪,崭新出厂,25.89,当前在售(88)
2023-6-5 21:57,P90 | 病毒危机 (久经沙场),受限,普通,微型冲锋枪,久经沙场,8.23,当前在售(88)
2023-6-5 21:57,P90 | 病毒危机 (破损不堪),受限,普通,微型冲锋枪,破损不堪,10,当前在售(88)
2023-6-5 21:57,P90 | 病毒危机 (战痕累累),受限,普通,微型冲锋枪,战痕累累,15.19,当前在售(88)
2023-6-5 21:57,P250（StatTrak™） | 红巢 (略有磨损) ,军规级,StatTrak™,手枪,略有磨损,32.89,当前在售(88)
2023-6-5 21:57,P250（StatTrak™） | 红巢 (崭新出厂),军规级,StatTrak™,手枪,崭新出厂,38.49,当前在售(88)
2023-6-5 21:57,P250（StatTrak™） | 红巢 (久经沙场),军规级,StatTrak™,手枪,久经沙场,29,当前在售(88)
2023-6-5 21:57,穿肠刀（★） | 狩猎网格 (略有磨损) ,隐秘,★,匕首,略有磨损,708,当前在售(21)
2023-6-5 21:57,穿肠刀（★） | 狩猎网格 (久经沙场),隐秘,★,匕首,久经沙场,665.98,当前在售(21)
2023-6-5 21:57,穿肠刀（★） | 狩猎网格 (破损不堪),隐秘,★,匕首,破损不堪,694.38,当前在售(21)
2023-6-5 21:57,穿肠刀（★） | 狩猎网格 (战痕累累),隐秘,★,匕首,战痕累累,686.8,当前在售(21)
2023-6-5 21:57,法玛斯 | 幸存者 Z (略有磨损) ,军规级,普通,步枪,略有磨损,2.44,当前在售(381)
2023-6-5 21:57,法玛斯 | 幸存者 Z (崭新出厂),军规级,普通,步枪,崭新出厂,3.8,当前在售(381)
2023-6-5 21:57,法玛斯 | 幸存者 Z (久经沙场),军规级,普通,步枪,久经沙场,1.2,当前在售(381)
2023-6-5 21:57,法玛斯 | 幸存者 Z (破损不堪),军规级,普通,步枪,破损不堪,1.9,当前在售(381)
2023-6-5 21:57,法玛斯 | 幸存者 Z (战痕累累),军规级,普通,步枪,战痕累累,1.08,当前在售(381)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 大马士革钢 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,4600,当前在售(19)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 大马士革钢 (崭新出厂),隐秘,★,匕首,崭新出厂,5249,当前在售(19)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 大马士革钢 (久经沙场),隐秘,★,匕首,久经沙场,4198.5,当前在售(19)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 大马士革钢 (破损不堪),隐秘,★,匕首,破损不堪,4080,当前在售(19)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 大马士革钢 (战痕累累),隐秘,★,匕首,战痕累累,3910,当前在售(19)
2023-6-5 21:57,P250（StatTrak™） | 狂野飞溅 (略有磨损) ,受限,StatTrak™,手枪,略有磨损,207.2,当前在售(105)
2023-6-5 21:57,P250（StatTrak™） | 狂野飞溅 (崭新出厂),受限,StatTrak™,手枪,崭新出厂,434.5,当前在售(105)
2023-6-5 21:57,P250（StatTrak™） | 狂野飞溅 (久经沙场),受限,StatTrak™,手枪,久经沙场,181.1,当前在售(105)
2023-6-5 21:57,法玛斯 | 防滚架 (略有磨损) ,隐秘,普通,步枪,略有磨损,37,当前在售(598)
2023-6-5 21:57,法玛斯 | 防滚架 (崭新出厂),隐秘,普通,步枪,崭新出厂,109.47,当前在售(598)
2023-6-5 21:57,法玛斯 | 防滚架 (久经沙场),隐秘,普通,步枪,久经沙场,21,当前在售(598)
2023-6-5 21:57,法玛斯 | 防滚架 (破损不堪),隐秘,普通,步枪,破损不堪,17.09,当前在售(598)
2023-6-5 21:57,法玛斯 | 防滚架 (战痕累累),隐秘,普通,步枪,战痕累累,16.84,当前在售(598)
2023-6-5 21:57,P250（StatTrak™） | 铜绿 (略有磨损) ,军规级,StatTrak™,手枪,略有磨损,4.49,当前在售(139)
2023-6-5 21:57,P250（StatTrak™） | 铜绿 (崭新出厂),军规级,StatTrak™,手枪,崭新出厂,9.35,当前在售(139)
2023-6-5 21:57,P250（StatTrak™） | 铜绿 (久经沙场),军规级,StatTrak™,手枪,久经沙场,1.71,当前在售(139)
2023-6-5 21:57,P250（StatTrak™） | 铜绿 (破损不堪),军规级,StatTrak™,手枪,破损不堪,1.78,当前在售(139)
2023-6-5 21:57,P250（StatTrak™） | 铜绿 (战痕累累),军规级,StatTrak™,手枪,战痕累累,1.81,当前在售(139)
2023-6-5 21:57,M9 刺刀（★） | 渐变之色 (略有磨损) ,隐秘,★,匕首,略有磨损,12939.29,当前在售(17)
2023-6-5 21:57,M9 刺刀（★） | 渐变之色 (崭新出厂),隐秘,★,匕首,崭新出厂,15299,当前在售(17)
2023-6-5 21:57,P250（StatTrak™） | 污染物 (略有磨损) ,军规级,StatTrak™,手枪,略有磨损,6.1,当前在售(98)
2023-6-5 21:57,P250（StatTrak™） | 污染物 (崭新出厂),军规级,StatTrak™,手枪,崭新出厂,12.38,当前在售(98)
2023-6-5 21:57,P250（StatTrak™） | 污染物 (久经沙场),军规级,StatTrak™,手枪,久经沙场,2.57,当前在售(98)
2023-6-5 21:57,P250（StatTrak™） | 污染物 (破损不堪),军规级,StatTrak™,手枪,破损不堪,5.3,当前在售(98)
2023-6-5 21:57,P250（StatTrak™） | 污染物 (战痕累累),军规级,StatTrak™,手枪,战痕累累,2,当前在售(98)
2023-6-5 21:57,穿肠刀（★） | 噩梦之夜 (略有磨损) ,隐秘,★,匕首,略有磨损,914.5,当前在售(15)
2023-6-5 21:57,穿肠刀（★） | 噩梦之夜 (崭新出厂),隐秘,★,匕首,崭新出厂,2181.99,当前在售(15)
2023-6-5 21:57,穿肠刀（★） | 噩梦之夜 (久经沙场),隐秘,★,匕首,久经沙场,707.99,当前在售(15)
2023-6-5 21:57,穿肠刀（★） | 噩梦之夜 (破损不堪),隐秘,★,匕首,破损不堪,709.92,当前在售(15)
2023-6-5 21:57,穿肠刀（★） | 噩梦之夜 (战痕累累),隐秘,★,匕首,战痕累累,736,当前在售(15)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 澄澈之水 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,4680,当前在售(14)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 澄澈之水 (崭新出厂),隐秘,★,匕首,崭新出厂,5199,当前在售(14)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 澄澈之水 (久经沙场),隐秘,★,匕首,久经沙场,3998,当前在售(14)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 澄澈之水 (破损不堪),隐秘,★,匕首,破损不堪,3550,当前在售(14)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 澄澈之水 (战痕累累),隐秘,★,匕首,战痕累累,3530,当前在售(14)
2023-6-5 21:57,P90（纪念品） | 设施系列·底片图 (略有磨损) ,军规级,纪念品,微型冲锋枪,略有磨损,6.82,当前在售(80)
2023-6-5 21:57,P90（纪念品） | 设施系列·底片图 (崭新出厂),军规级,纪念品,微型冲锋枪,崭新出厂,13.45,当前在售(80)
2023-6-5 21:57,P90（纪念品） | 设施系列·底片图 (久经沙场),军规级,纪念品,微型冲锋枪,久经沙场,3.4,当前在售(80)
2023-6-5 21:57,P90（纪念品） | 设施系列·底片图 (破损不堪),军规级,纪念品,微型冲锋枪,破损不堪,5.46,当前在售(80)
2023-6-5 21:57,P90（纪念品） | 设施系列·底片图 (战痕累累),军规级,纪念品,微型冲锋枪,战痕累累,6.64,当前在售(80)
2023-6-5 21:57,穿肠刀（★） | 蓝钢 (略有磨损) ,隐秘,★,匕首,略有磨损,824,当前在售(14)
2023-6-5 21:57,穿肠刀（★） | 蓝钢 (崭新出厂),隐秘,★,匕首,崭新出厂,1099,当前在售(14)
2023-6-5 21:57,穿肠刀（★） | 蓝钢 (久经沙场),隐秘,★,匕首,久经沙场,800,当前在售(14)
2023-6-5 21:57,穿肠刀（★） | 蓝钢 (破损不堪),隐秘,★,匕首,破损不堪,780,当前在售(14)
2023-6-5 21:57,穿肠刀（★） | 蓝钢 (战痕累累),隐秘,★,匕首,战痕累累,810,当前在售(14)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 致命紫罗兰 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,5060,当前在售(13)
2023-6-5 21:57,M9 刺刀（★ StatTrak™） | 致命紫罗兰 (久经沙场),隐秘,★,匕首,久经沙场,3596.49,当前在售(13)
