Time,Full_name,Quality,Type,Kind,Exterior,Price,OnSale
2023-6-17 21:58,P2000（纪念品） | 坚固链甲 (略有磨损),军规级,纪念品,手枪,略有磨损,69.4,当前在售(85)
2023-6-17 21:58,P90 | 疾袭圣甲虫 (崭新出厂),受限,普通,微型冲锋枪,崭新出厂,175.73,当前在售(168)
2023-6-17 21:58,P90 | 疾袭圣甲虫 (久经沙场),受限,普通,微型冲锋枪,久经沙场,93.5,当前在售(168)
2023-6-17 21:58,P90 | 疾袭圣甲虫 (破损不堪),受限,普通,微型冲锋枪,破损不堪,79.79,当前在售(168)
2023-6-17 21:58,P90 | 疾袭圣甲虫 (战痕累累),受限,普通,微型冲锋枪,战痕累累,70.4,当前在售(168)
2023-6-17 21:58,短剑（★） | 屠夫 (略有磨损),隐秘,★,匕首,略有磨损,3689.5,当前在售(117)
2023-6-17 21:58,短剑（★） | 屠夫 (崭新出厂),隐秘,★,匕首,崭新出厂,4168,当前在售(117)
2023-6-17 21:58,短剑（★） | 屠夫 (久经沙场),隐秘,★,匕首,久经沙场,3462.44,当前在售(117)
2023-6-17 21:58,AWP | 金粉肆蛇 (略有磨损),保密,普通,狙击步枪,略有磨损,133,当前在售(1000+)
2023-6-17 21:58,AWP | 金粉肆蛇 (崭新出厂),保密,普通,狙击步枪,崭新出厂,236,当前在售(1000+)
2023-6-17 21:58,AWP | 金粉肆蛇 (久经沙场),保密,普通,狙击步枪,久经沙场,68.7,当前在售(1000+)
2023-6-17 21:58,AWP | 金粉肆蛇 (破损不堪),保密,普通,狙击步枪,破损不堪,78,当前在售(1000+)
2023-6-17 21:58,AWP | 金粉肆蛇 (战痕累累),保密,普通,狙击步枪,战痕累累,53.9,当前在售(1000+)
2023-6-17 21:58,P90 | 病毒危机 (略有磨损),受限,普通,微型冲锋枪,略有磨损,11.87,当前在售(80)
2023-6-17 21:58,P90 | 病毒危机 (崭新出厂),受限,普通,微型冲锋枪,崭新出厂,24.69,当前在售(80)
2023-6-17 21:58,P90 | 病毒危机 (久经沙场),受限,普通,微型冲锋枪,久经沙场,8.87,当前在售(80)
2023-6-17 21:58,P90 | 病毒危机 (破损不堪),受限,普通,微型冲锋枪,破损不堪,10.13,当前在售(80)
2023-6-17 21:58,P90 | 病毒危机 (战痕累累),受限,普通,微型冲锋枪,战痕累累,9.43,当前在售(80)
2023-6-17 21:58,短剑（★） | 致命紫罗兰 (略有磨损),隐秘,★,匕首,略有磨损,2320,当前在售(90)
2023-6-17 21:58,短剑（★） | 致命紫罗兰 (崭新出厂),隐秘,★,匕首,崭新出厂,4389,当前在售(90)
2023-6-17 21:58,短剑（★） | 致命紫罗兰 (久经沙场),隐秘,★,匕首,久经沙场,1797.5,当前在售(90)
2023-6-17 21:58,短剑（★） | 致命紫罗兰 (破损不堪),隐秘,★,匕首,破损不堪,1667.5,当前在售(90)
2023-6-17 21:58,短剑（★） | 致命紫罗兰 (战痕累累),隐秘,★,匕首,战痕累累,1459,当前在售(90)
2023-6-17 21:58,AWP | 珊瑚树 (略有磨损),保密,普通,步枪,略有磨损,95.9,当前在售(1000+)
2023-6-17 21:58,AWP | 珊瑚树 (崭新出厂),保密,普通,步枪,崭新出厂,265.5,当前在售(1000+)
2023-6-17 21:58,AWP | 珊瑚树 (久经沙场),保密,普通,步枪,久经沙场,88.59,当前在售(1000+)
2023-6-17 21:58,短剑（★） | 深红之网 (略有磨损),隐秘,★,匕首,略有磨损,4198.5,当前在售(81)
2023-6-17 21:58,短剑（★） | 深红之网 (崭新出厂),隐秘,★,匕首,崭新出厂,11496.5,当前在售(81)
2023-6-17 21:58,短剑（★） | 深红之网 (久经沙场),隐秘,★,匕首,久经沙场,2868,当前在售(81)
2023-6-17 21:58,短剑（★） | 深红之网 (破损不堪),隐秘,★,匕首,破损不堪,2497.48,当前在售(81)
2023-6-17 21:58,短剑（★） | 深红之网 (战痕累累),隐秘,★,匕首,战痕累累,1926,当前在售(81)
2023-6-17 21:58,AWP | 野火 (略有磨损),隐秘,普通,狙击步枪,略有磨损,629.48,当前在售(1000+)
2023-6-17 21:58,AWP | 野火 (崭新出厂),隐秘,普通,狙击步枪,崭新出厂,1098.5,当前在售(1000+)
2023-6-17 21:58,AWP | 野火 (久经沙场),隐秘,普通,狙击步枪,久经沙场,405,当前在售(1000+)
2023-6-17 21:58,AWP | 野火 (破损不堪),隐秘,普通,狙击步枪,破损不堪,390,当前在售(1000+)
2023-6-17 21:58,AWP | 野火 (战痕累累),隐秘,普通,狙击步枪,战痕累累,221.8,当前在售(1000+)
2023-6-17 21:58,短剑（★） | 都市伪装 (略有磨损),隐秘,★,匕首,略有磨损,1830,当前在售(82)
2023-6-17 21:58,短剑（★） | 都市伪装 (崭新出厂),隐秘,★,匕首,崭新出厂,2999,当前在售(82)
2023-6-17 21:58,短剑（★） | 都市伪装 (久经沙场),隐秘,★,匕首,久经沙场,1570,当前在售(82)
2023-6-17 21:58,短剑（★） | 都市伪装 (破损不堪),隐秘,★,匕首,破损不堪,1487.97,当前在售(82)
2023-6-17 21:58,短剑（★） | 都市伪装 (战痕累累),隐秘,★,匕首,战痕累累,1332.98,当前在售(82)
2023-6-17 21:58,P90（纪念品） | 设施系列·底片图 (略有磨损),军规级,纪念品,微型冲锋枪,略有磨损,5.69,当前在售(80)
2023-6-17 21:58,P90（纪念品） | 设施系列·底片图 (崭新出厂),军规级,纪念品,微型冲锋枪,崭新出厂,12.82,当前在售(80)
2023-6-17 21:58,P90（纪念品） | 设施系列·底片图 (久经沙场),军规级,纪念品,微型冲锋枪,久经沙场,3.94,当前在售(80)
2023-6-17 21:58,P90（纪念品） | 设施系列·底片图 (破损不堪),军规级,纪念品,微型冲锋枪,破损不堪,6.69,当前在售(80)
2023-6-17 21:58,P90（纪念品） | 设施系列·底片图 (战痕累累),军规级,纪念品,微型冲锋枪,战痕累累,5.93,当前在售(80)
2023-6-17 21:58,AWP | *嘣* (略有磨损),保密,普通,步枪,略有磨损,656,当前在售(1000+)
2023-6-17 21:58,AWP | *嘣* (崭新出厂),保密,普通,步枪,崭新出厂,2487.45,当前在售(1000+)
2023-6-17 21:58,AWP | *嘣* (久经沙场),保密,普通,步枪,久经沙场,537.5,当前在售(1000+)
2023-6-17 21:58,短剑（★） | 人工染色 (略有磨损),隐秘,★,匕首,略有磨损,2335,当前在售(88)
2023-6-17 21:58,短剑（★） | 人工染色 (崭新出厂),隐秘,★,匕首,崭新出厂,3029,当前在售(88)
2023-6-17 21:58,短剑（★） | 人工染色 (久经沙场),隐秘,★,匕首,久经沙场,2020,当前在售(88)
2023-6-17 21:58,短剑（★） | 人工染色 (破损不堪),隐秘,★,匕首,破损不堪,1784.5,当前在售(88)
2023-6-17 21:58,短剑（★） | 人工染色 (战痕累累),隐秘,★,匕首,战痕累累,1620.98,当前在售(88)
2023-6-17 21:58,AWP | 尼罗河沃土 (略有磨损),军规级,普通,狙击步枪,略有磨损,27.99,当前在售(1000+)
2023-6-17 21:58,AWP | 尼罗河沃土 (崭新出厂),军规级,普通,狙击步枪,崭新出厂,53,当前在售(1000+)
2023-6-17 21:58,AWP | 尼罗河沃土 (久经沙场),军规级,普通,狙击步枪,久经沙场,16.9,当前在售(1000+)
2023-6-17 21:58,AWP | 尼罗河沃土 (破损不堪),军规级,普通,狙击步枪,破损不堪,21.98,当前在售(1000+)
2023-6-17 21:58,AWP | 尼罗河沃土 (战痕累累),军规级,普通,狙击步枪,战痕累累,22.09,当前在售(1000+)
2023-6-17 21:58,短剑（★） | 狩猎网格 (略有磨损),隐秘,★,匕首,略有磨损,1400,当前在售(59)
2023-6-17 21:58,短剑（★） | 狩猎网格 (崭新出厂),隐秘,★,匕首,崭新出厂,2500,当前在售(59)
2023-6-17 21:58,短剑（★） | 狩猎网格 (久经沙场),隐秘,★,匕首,久经沙场,1299,当前在售(59)
2023-6-17 21:58,短剑（★） | 狩猎网格 (破损不堪),隐秘,★,匕首,破损不堪,1300,当前在售(59)
2023-6-17 21:58,短剑（★） | 狩猎网格 (战痕累累),隐秘,★,匕首,战痕累累,1297.9,当前在售(59)
2023-6-17 21:58,P90 | 困兽之斗 (略有磨损),军规级,普通,微型冲锋枪,略有磨损,46.8,当前在售(86)
2023-6-17 21:58,P90 | 困兽之斗 (崭新出厂),军规级,普通,微型冲锋枪,崭新出厂,49,当前在售(86)
2023-6-17 21:58,P90 | 困兽之斗 (久经沙场),军规级,普通,微型冲锋枪,久经沙场,43.31,当前在售(86)
2023-6-17 21:58,P90 | 困兽之斗 (破损不堪),军规级,普通,微型冲锋枪,破损不堪,46.61,当前在售(86)
2023-6-17 21:58,P90 | 困兽之斗 (战痕累累),军规级,普通,微型冲锋枪,战痕累累,49.45,当前在售(86)
2023-6-17 21:58,短剑（★） | 森林 DDPAT (略有磨损),隐秘,★,匕首,略有磨损,1485,当前在售(67)
2023-6-17 21:58,短剑（★） | 森林 DDPAT (崭新出厂),隐秘,★,匕首,崭新出厂,2099,当前在售(67)
2023-6-17 21:58,短剑（★） | 森林 DDPAT (久经沙场),隐秘,★,匕首,久经沙场,1365,当前在售(67)
2023-6-17 21:58,短剑（★） | 森林 DDPAT (破损不堪),隐秘,★,匕首,破损不堪,1308.7,当前在售(67)
2023-6-17 21:58,短剑（★） | 森林 DDPAT (战痕累累),隐秘,★,匕首,战痕累累,1299,当前在售(67)
2023-6-17 21:58,AWP（StatTrak™） | 毛细血管 (略有磨损),军规级,StatTrak™,狙击步枪,略有磨损,9.61,当前在售(1000+)
2023-6-17 21:58,AWP（StatTrak™） | 毛细血管 (崭新出厂),军规级,StatTrak™,狙击步枪,崭新出厂,59.5,当前在售(1000+)
2023-6-17 21:58,AWP（StatTrak™） | 毛细血管 (久经沙场),军规级,StatTrak™,狙击步枪,久经沙场,6.38,当前在售(1000+)
2023-6-17 21:58,AWP（StatTrak™） | 毛细血管 (破损不堪),军规级,StatTrak™,狙击步枪,破损不堪,9.76,当前在售(1000+)
2023-6-17 21:58,AWP（StatTrak™） | 毛细血管 (战痕累累),军规级,StatTrak™,狙击步枪,战痕累累,6.63,当前在售(1000+)
2023-6-17 21:58,P90 | 盲点 (略有磨损),受限,普通,微型冲锋枪,略有磨损,61.83,当前在售(59)
2023-6-17 21:58,P90 | 盲点 (崭新出厂),受限,普通,微型冲锋枪,崭新出厂,75.21,当前在售(59)
2023-6-17 21:58,P90 | 盲点 (久经沙场),受限,普通,微型冲锋枪,久经沙场,55.88,当前在售(59)
2023-6-17 21:58,P90 | 盲点 (破损不堪),受限,普通,微型冲锋枪,破损不堪,58.78,当前在售(59)
2023-6-17 21:58,P90 | 盲点 (战痕累累),受限,普通,微型冲锋枪,战痕累累,56.82,当前在售(59)
2023-6-17 21:58,AWP | 精英之作 (略有磨损),保密,普通,步枪,略有磨损,118.4,当前在售(731)
2023-6-17 21:58,AWP | 精英之作 (崭新出厂),保密,普通,步枪,崭新出厂,239,当前在售(731)
2023-6-17 21:58,AWP | 精英之作 (久经沙场),保密,普通,步枪,久经沙场,89.98,当前在售(731)
2023-6-17 21:58,AWP | 精英之作 (破损不堪),保密,普通,步枪,破损不堪,89.29,当前在售(731)
2023-6-17 21:58,AWP | 精英之作 (战痕累累),保密,普通,步枪,战痕累累,82.88,当前在售(731)
2023-6-17 21:58,P90（StatTrak™） | 浅坟 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,46.06,当前在售(80)
2023-6-17 21:58,P90（StatTrak™） | 浅坟 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,108.5,当前在售(80)
2023-6-17 21:58,P90（StatTrak™） | 浅坟 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,24,当前在售(80)
2023-6-17 21:58,P90（StatTrak™） | 浅坟 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,27.77,当前在售(80)
2023-6-17 21:58,P90（StatTrak™） | 浅坟 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,22.61,当前在售(80)
2023-6-17 21:58,AWP（StatTrak™） | 蠕虫之神 (略有磨损),受限,StatTrak™,步枪,略有磨损,27,当前在售(734)
2023-6-17 21:58,AWP（StatTrak™） | 蠕虫之神 (崭新出厂),受限,StatTrak™,步枪,崭新出厂,40,当前在售(734)
2023-6-17 21:58,AWP（StatTrak™） | 蠕虫之神 (久经沙场),受限,StatTrak™,步枪,久经沙场,23.47,当前在售(734)
2023-6-17 21:58,AWP（StatTrak™） | 蠕虫之神 (破损不堪),受限,StatTrak™,步枪,破损不堪,37,当前在售(734)
2023-6-17 21:58,短剑（★） | 枯焦之色 (略有磨损),隐秘,★,匕首,略有磨损,1440,当前在售(72)
2023-6-17 21:58,短剑（★） | 枯焦之色 (崭新出厂),隐秘,★,匕首,崭新出厂,2000,当前在售(72)
2023-6-17 21:58,短剑（★） | 枯焦之色 (久经沙场),隐秘,★,匕首,久经沙场,1340,当前在售(72)
2023-6-17 21:58,短剑（★） | 枯焦之色 (破损不堪),隐秘,★,匕首,破损不堪,1299.98,当前在售(72)
2023-6-17 21:58,短剑（★） | 枯焦之色 (战痕累累),隐秘,★,匕首,战痕累累,1298.48,当前在售(72)
2023-6-17 21:58,AWP | 暴怒野兽 (略有磨损),隐秘,普通,步枪,略有磨损,378,当前在售(651)
2023-6-17 21:58,AWP | 暴怒野兽 (崭新出厂),隐秘,普通,步枪,崭新出厂,715,当前在售(651)
2023-6-17 21:58,AWP | 暴怒野兽 (久经沙场),隐秘,普通,步枪,久经沙场,220,当前在售(651)
2023-6-17 21:58,AWP | 暴怒野兽 (破损不堪),隐秘,普通,步枪,破损不堪,154.5,当前在售(651)
2023-6-17 21:58,AWP | 暴怒野兽 (战痕累累),隐秘,普通,步枪,战痕累累,138,当前在售(651)
2023-6-17 21:58,P90（StatTrak™） | 往日行动 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,104.99,当前在售(39)
2023-6-17 21:58,P90（StatTrak™） | 往日行动 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,177.99,当前在售(39)
2023-6-17 21:58,P90（StatTrak™） | 往日行动 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,61.18,当前在售(39)
2023-6-17 21:58,P90（StatTrak™） | 往日行动 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,59.67,当前在售(39)
2023-6-17 21:58,P90（StatTrak™） | 往日行动 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,58.9,当前在售(39)
2023-6-17 21:58,短剑（★） | 夜色 (略有磨损),隐秘,★,匕首,略有磨损,1799,当前在售(54)
2023-6-17 21:58,短剑（★） | 夜色 (崭新出厂),隐秘,★,匕首,崭新出厂,2784.99,当前在售(54)
2023-6-17 21:58,短剑（★） | 夜色 (久经沙场),隐秘,★,匕首,久经沙场,1548.5,当前在售(54)
2023-6-17 21:58,短剑（★） | 夜色 (破损不堪),隐秘,★,匕首,破损不堪,1449.99,当前在售(54)
2023-6-17 21:58,短剑（★） | 夜色 (战痕累累),隐秘,★,匕首,战痕累累,1365,当前在售(54)
2023-6-17 21:58,短剑（★） | 北方森林 (略有磨损),隐秘,★,匕首,略有磨损,1520.5,当前在售(58)
2023-6-17 21:58,短剑（★） | 北方森林 (崭新出厂),隐秘,★,匕首,崭新出厂,2400,当前在售(58)
2023-6-17 21:58,短剑（★） | 北方森林 (久经沙场),隐秘,★,匕首,久经沙场,1364,当前在售(58)
2023-6-17 21:58,短剑（★） | 北方森林 (破损不堪),隐秘,★,匕首,破损不堪,1317,当前在售(58)
2023-6-17 21:58,短剑（★） | 北方森林 (战痕累累),隐秘,★,匕首,战痕累累,1298,当前在售(58)
2023-6-17 21:58,AWP | 电子蜂巢 (略有磨损),保密,普通,步枪,略有磨损,305,当前在售(730)
2023-6-17 21:58,AWP | 电子蜂巢 (崭新出厂),保密,普通,步枪,崭新出厂,480,当前在售(730)
2023-6-17 21:58,AWP | 电子蜂巢 (久经沙场),保密,普通,步枪,久经沙场,224.5,当前在售(730)
2023-6-17 21:58,AWP | 电子蜂巢 (破损不堪),保密,普通,步枪,破损不堪,283.48,当前在售(730)
2023-6-17 21:58,短剑（★） | 蓝钢 (略有磨损),隐秘,★,匕首,略有磨损,2270,当前在售(66)
2023-6-17 21:58,短剑（★） | 蓝钢 (崭新出厂),隐秘,★,匕首,崭新出厂,2875,当前在售(66)
2023-6-17 21:58,短剑（★） | 蓝钢 (久经沙场),隐秘,★,匕首,久经沙场,2051,当前在售(66)
2023-6-17 21:58,短剑（★） | 蓝钢 (破损不堪),隐秘,★,匕首,破损不堪,1859,当前在售(66)
2023-6-17 21:58,短剑（★） | 蓝钢 (战痕累累),隐秘,★,匕首,战痕累累,1815,当前在售(66)
2023-6-17 21:58,AWP（StatTrak™） | 猫猫狗狗 (略有磨损),受限,StatTrak™,狙击步枪,略有磨损,45.26,当前在售(609)
2023-6-17 21:58,AWP（StatTrak™） | 猫猫狗狗 (崭新出厂),受限,StatTrak™,狙击步枪,崭新出厂,86.9,当前在售(609)
2023-6-17 21:58,AWP（StatTrak™） | 猫猫狗狗 (久经沙场),受限,StatTrak™,狙击步枪,久经沙场,24.48,当前在售(609)
2023-6-17 21:58,AWP（StatTrak™） | 猫猫狗狗 (破损不堪),受限,StatTrak™,狙击步枪,破损不堪,29.94,当前在售(609)
2023-6-17 21:58,AWP（StatTrak™） | 猫猫狗狗 (战痕累累),受限,StatTrak™,狙击步枪,战痕累累,41.5,当前在售(609)
2023-6-17 21:58,P90（纪念品） | 辐射警告 (略有磨损),工业级,纪念品,微型冲锋枪,略有磨损,58.87,当前在售(63)
2023-6-17 21:58,P90（纪念品） | 辐射警告 (崭新出厂),工业级,纪念品,微型冲锋枪,崭新出厂,715,当前在售(63)
2023-6-17 21:58,P90（纪念品） | 辐射警告 (久经沙场),工业级,纪念品,微型冲锋枪,久经沙场,18.58,当前在售(63)
2023-6-17 21:58,P90（纪念品） | 辐射警告 (破损不堪),工业级,纪念品,微型冲锋枪,破损不堪,23.1,当前在售(63)
2023-6-17 21:58,P90（纪念品） | 辐射警告 (战痕累累),工业级,纪念品,微型冲锋枪,战痕累累,18.3,当前在售(63)
2023-6-17 21:58,P90（StatTrak™） | 三角 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,138.44,当前在售(49)
2023-6-17 21:58,P90（StatTrak™） | 三角 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,111.98,当前在售(49)
2023-6-17 21:58,P90（StatTrak™） | 三角 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,105,当前在售(49)
2023-6-17 21:58,P90（StatTrak™） | 三角 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,132.5,当前在售(49)
2023-6-17 21:58,AWP（StatTrak™） | 死神 (略有磨损),保密,StatTrak™,狙击步枪,略有磨损,46.5,当前在售(582)
2023-6-17 21:58,AWP（StatTrak™） | 死神 (崭新出厂),保密,StatTrak™,狙击步枪,崭新出厂,104,当前在售(582)
2023-6-17 21:58,AWP（StatTrak™） | 死神 (久经沙场),保密,StatTrak™,狙击步枪,久经沙场,31,当前在售(582)
2023-6-17 21:58,AWP（StatTrak™） | 死神 (破损不堪),保密,StatTrak™,狙击步枪,破损不堪,46.6,当前在售(582)
2023-6-17 21:58,AWP（StatTrak™） | 死神 (战痕累累),保密,StatTrak™,狙击步枪,战痕累累,38.8,当前在售(582)
2023-6-17 21:58,P90 | 暴风呼啸 (略有磨损),消费级,普通,微型冲锋枪,略有磨损,11.78,当前在售(49)
2023-6-17 21:58,P90 | 暴风呼啸 (崭新出厂),消费级,普通,微型冲锋枪,崭新出厂,35.69,当前在售(49)
2023-6-17 21:58,P90 | 暴风呼啸 (久经沙场),消费级,普通,微型冲锋枪,久经沙场,13.8,当前在售(49)
2023-6-17 21:58,P90 | 暴风呼啸 (破损不堪),消费级,普通,微型冲锋枪,破损不堪,12.28,当前在售(49)
2023-6-17 21:58,P90 | 暴风呼啸 (战痕累累),消费级,普通,微型冲锋枪,战痕累累,11.88,当前在售(49)
2023-6-17 21:58,AWP（StatTrak™） | 亡灵之主 (略有磨损),受限,StatTrak™,狙击步枪,略有磨损,60,当前在售(469)
2023-6-17 21:58,AWP（StatTrak™） | 亡灵之主 (崭新出厂),受限,StatTrak™,狙击步枪,崭新出厂,197.5,当前在售(469)
2023-6-17 21:58,AWP（StatTrak™） | 亡灵之主 (久经沙场),受限,StatTrak™,狙击步枪,久经沙场,34.3,当前在售(469)
2023-6-17 21:58,AWP（StatTrak™） | 亡灵之主 (破损不堪),受限,StatTrak™,狙击步枪,破损不堪,32.49,当前在售(469)
2023-6-17 21:58,AWP（StatTrak™） | 亡灵之主 (战痕累累),受限,StatTrak™,狙击步枪,战痕累累,31.5,当前在售(469)
2023-6-17 21:58,短剑（★） | 多普勒 (略有磨损),隐秘,★,匕首,略有磨损,4047.2,当前在售(45)
2023-6-17 21:58,短剑（★） | 多普勒 (崭新出厂),隐秘,★,匕首,崭新出厂,4199,当前在售(45)
2023-6-17 21:58,AWP（StatTrak™） | 树蝰 (略有磨损),受限,StatTrak™,狙击步枪,略有磨损,90.9,当前在售(441)
2023-6-17 21:58,AWP（StatTrak™） | 树蝰 (崭新出厂),受限,StatTrak™,狙击步枪,崭新出厂,258,当前在售(441)
2023-6-17 21:58,AWP（StatTrak™） | 树蝰 (久经沙场),受限,StatTrak™,狙击步枪,久经沙场,43.8,当前在售(441)
2023-6-17 21:58,AWP（StatTrak™） | 树蝰 (破损不堪),受限,StatTrak™,狙击步枪,破损不堪,37.15,当前在售(441)
2023-6-17 21:58,AWP（StatTrak™） | 树蝰 (战痕累累),受限,StatTrak™,狙击步枪,战痕累累,34.99,当前在售(441)
2023-6-17 21:58,短剑（★） | 渐变大理石 (略有磨损),隐秘,★,匕首,略有磨损,4499.5,当前在售(35)
2023-6-17 21:58,短剑（★） | 渐变大理石 (崭新出厂),隐秘,★,匕首,崭新出厂,4599.5,当前在售(35)
2023-6-17 21:58,AWP（StatTrak™） | 火卫一 (略有磨损),受限,StatTrak™,步枪,略有磨损,24.2,当前在售(467)
2023-6-17 21:58,AWP（StatTrak™） | 火卫一 (崭新出厂),受限,StatTrak™,步枪,崭新出厂,37.99,当前在售(467)
2023-6-17 21:58,AWP（StatTrak™） | 火卫一 (久经沙场),受限,StatTrak™,步枪,久经沙场,20.9,当前在售(467)
2023-6-17 21:58,AWP（StatTrak™） | 火卫一 (破损不堪),受限,StatTrak™,步枪,破损不堪,69.89,当前在售(467)
2023-6-17 21:58,短剑（★） | 虎牙 (略有磨损),隐秘,★,匕首,略有磨损,3978.5,当前在售(39)
2023-6-17 21:58,短剑（★） | 虎牙 (崭新出厂),隐秘,★,匕首,崭新出厂,3994.99,当前在售(39)
2023-6-17 21:58,AWP | 冲出重围 (略有磨损),隐秘,普通,狙击步枪,略有磨损,1144,当前在售(433)
2023-6-17 21:58,AWP | 冲出重围 (崭新出厂),隐秘,普通,狙击步枪,崭新出厂,3260,当前在售(433)
2023-6-17 21:58,AWP | 冲出重围 (久经沙场),隐秘,普通,狙击步枪,久经沙场,594.5,当前在售(433)
2023-6-17 21:58,AWP | 冲出重围 (破损不堪),隐秘,普通,狙击步枪,破损不堪,403.4,当前在售(433)
2023-6-17 21:58,AWP | 冲出重围 (战痕累累),隐秘,普通,狙击步枪,战痕累累,299.6,当前在售(433)
2023-6-17 21:58,短剑（★ StatTrak™） | 大马士革钢 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,2460,当前在售(29)
2023-6-17 21:58,短剑（★ StatTrak™） | 大马士革钢 (崭新出厂),隐秘,★,匕首,崭新出厂,2700,当前在售(29)
2023-6-17 21:58,短剑（★ StatTrak™） | 大马士革钢 (久经沙场),隐秘,★,匕首,久经沙场,2115.5,当前在售(29)
2023-6-17 21:58,短剑（★ StatTrak™） | 大马士革钢 (破损不堪),隐秘,★,匕首,破损不堪,1981,当前在售(29)
2023-6-17 21:58,短剑（★ StatTrak™） | 大马士革钢 (战痕累累),隐秘,★,匕首,战痕累累,1759,当前在售(29)
2023-6-17 21:58,P90（StatTrak™） | 盲点 (略有磨损),受限,StatTrak™,微型冲锋枪,略有磨损,88.79,当前在售(45)
2023-6-17 21:58,P90（StatTrak™） | 盲点 (崭新出厂),受限,StatTrak™,微型冲锋枪,崭新出厂,104.4,当前在售(45)
2023-6-17 21:58,P90（StatTrak™） | 盲点 (久经沙场),受限,StatTrak™,微型冲锋枪,久经沙场,85.99,当前在售(45)
2023-6-17 21:58,P90（StatTrak™） | 盲点 (破损不堪),受限,StatTrak™,微型冲锋枪,破损不堪,82.96,当前在售(45)
2023-6-17 21:58,P90（StatTrak™） | 盲点 (战痕累累),受限,StatTrak™,微型冲锋枪,战痕累累,79.33,当前在售(45)
2023-6-17 21:58,AWP（StatTrak™） | 无畏战神 (略有磨损),隐秘,StatTrak™,步枪,略有磨损,570,当前在售(388)
2023-6-17 21:58,AWP（StatTrak™） | 无畏战神 (久经沙场),隐秘,StatTrak™,步枪,久经沙场,476.9,当前在售(388)
2023-6-17 21:58,AWP（StatTrak™） | 红线 (略有磨损),保密,StatTrak™,步枪,略有磨损,1046.5,当前在售(285)
2023-6-17 21:58,AWP（StatTrak™） | 红线 (久经沙场),保密,StatTrak™,步枪,久经沙场,498.4,当前在售(285)
2023-6-17 21:58,AWP（StatTrak™） | 红线 (破损不堪),保密,StatTrak™,步枪,破损不堪,699,当前在售(285)
2023-6-17 21:58,P90（StatTrak™） | 精雕木刻 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,66.4,当前在售(53)
2023-6-17 21:58,P90（StatTrak™） | 精雕木刻 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,220.8,当前在售(53)
2023-6-17 21:58,P90（StatTrak™） | 精雕木刻 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,22.88,当前在售(53)
2023-6-17 21:58,P90（StatTrak™） | 精雕木刻 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,18.86,当前在售(53)
2023-6-17 21:58,P90（StatTrak™） | 精雕木刻 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,19.69,当前在售(53)
2023-6-17 21:58,AWP | 鬼退治 (略有磨损),隐秘,普通,步枪,略有磨损,3000,当前在售(292)
2023-6-17 21:58,AWP | 鬼退治 (崭新出厂),隐秘,普通,步枪,崭新出厂,3920,当前在售(292)
2023-6-17 21:58,AWP | 鬼退治 (久经沙场),隐秘,普通,步枪,久经沙场,2295,当前在售(292)
2023-6-17 21:58,AWP | 鬼退治 (破损不堪),隐秘,普通,步枪,破损不堪,1630,当前在售(292)
2023-6-17 21:58,AWP | 鬼退治 (战痕累累),隐秘,普通,步枪,战痕累累,1399.5,当前在售(292)
2023-6-17 21:58,短剑（★ StatTrak™） | 人工染色 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,2380,当前在售(10)
2023-6-17 21:58,短剑（★ StatTrak™） | 人工染色 (崭新出厂),隐秘,★,匕首,崭新出厂,4500,当前在售(10)
2023-6-17 21:58,短剑（★ StatTrak™） | 人工染色 (久经沙场),隐秘,★,匕首,久经沙场,1999,当前在售(10)
2023-6-17 21:58,短剑（★ StatTrak™） | 人工染色 (破损不堪),隐秘,★,匕首,破损不堪,1836,当前在售(10)
2023-6-17 21:58,短剑（★ StatTrak™） | 人工染色 (战痕累累),隐秘,★,匕首,战痕累累,1747.98,当前在售(10)
2023-6-17 21:58,P90（纪念品） | 冰川网格 (略有磨损),军规级,纪念品,微型冲锋枪,略有磨损,31.69,当前在售(55)
2023-6-17 21:58,P90（纪念品） | 冰川网格 (崭新出厂),军规级,纪念品,微型冲锋枪,崭新出厂,740,当前在售(55)
